ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
931	"ENSG00000162613.16"	"FUBP1"	chr1	-	77948404	77948914	77948404	77948774	77949154	77949300	931	21,23,7	540,515,271	29,41,83	128,130,181	229	89	0.0	0.0	0.015,0.017,0.01	0.081,0.109,0.151	-0.1
4476	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16440110	16440253	16440184	16440253	16439326	16439414	4476	162,159,68	3645,3501,1475	39,78,61	3416,4488,3452	163	89	2.22044604925e-16	7.94407275005e-14	0.024,0.024,0.025	0.006,0.009,0.01	0.016
6697	"ENSG00000123562.16"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678600	103685170	103685260	6697	426,445,166	761,699,327	403,659,640	307,476,549	140	89	2.22044604925e-16	7.94407275005e-14	0.262,0.288,0.244	0.455,0.468,0.426	-0.185
4722	"ENSG00000183963.18"	"SMTN"	chr22	+	31095851	31096897	31096732	31096897	31095533	31095609	4722	109,89,35	135,125,88	106,123,256	67,60,104	970	89	7.77156117238e-16	2.58182364377e-13	0.069,0.061,0.035	0.127,0.158,0.184	-0.101
6073	"ENSG00000062194.15"	"GPBP1"	chr5	+	57249408	57249576	57249453	57249576	57247074	57247215	6073	483,466,218	34,19,14	436,540,608	1,4,5	134	89	3.66373598126e-15	1.13600240326e-12	0.904,0.942,0.912	0.997,0.989,0.988	-0.072
775	"ENSG00000119185.12"	"ITGB1BP1"	chr2	-	9406660	9407598	9406660	9406905	9408112	9408205	775	696,821,348	189,154,92	295,478,483	9,28,4	782	89	3.99680288865e-15	1.16182063969e-12	0.295,0.378,0.301	0.789,0.66,0.932	-0.469
5211	"ENSG00000166801.15"	"FAM111A"	chr11	+	59148703	59148953	59148835	59148953	59145826	59145856	5211	27,17,22	46,22,11	9,6,25	0,0,0	221	89	8.65973959208e-15	2.3692028731e-12	0.191,0.237,0.446	1.0,1.0,1.0	-0.709
7630	"ENSG00000099204.18"	"ABLIM1"	chr10	-	114447879	114448026	114447879	114448020	114451623	114451671	7630	107,103,21	285,271,127	132,118,148	75,82,149	95	89	1.04360964315e-14	2.69657136127e-12	0.26,0.263,0.134	0.622,0.574,0.482	-0.34
2590	"ENSG00000109685.17"	"WHSC1"	chr4	+	1952751	1953524	1953323	1953524	1952104	1952231	2590	106,126,27	228,202,99	137,192,316	143,140,224	661	89	2.29816166097e-14	5.6256578343e-12	0.059,0.077,0.035	0.114,0.156,0.16	-0.086
349	"ENSG00000175197.11"	"DDIT3"	chr12	-	57517268	57517438	57517268	57517424	57517705	57517753	349	110,99,23	32,49,8	30,249,143	1,15,9	103	89	2.49800180541e-14	5.80910319848e-12	0.748,0.636,0.713	0.963,0.935,0.932	-0.244
796	"ENSG00000046651.14"	"OFD1"	chrX	+	13752703	13753441	13753367	13753441	13751248	13751368	796	27,24,8	25,32,11	37,109,145	2,17,9	753	89	3.06421554797e-14	6.78650786362e-12	0.113,0.081,0.079	0.686,0.431,0.656	-0.5
4481	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16440110	16440253	16440184	16440253	16439659	16439703	4481	164,167,68	835,901,429	47,77,63	706,1012,785	163	89	3.73368003181e-13	7.8933390127e-11	0.097,0.092,0.08	0.035,0.04,0.042	0.051
2028	"ENSG00000198231.12"	"DDX42"	chr17	+	63805043	63805175	63805070	63805175	63800467	63800617	2028	34,25,14	541,464,217	40,37,46	88,147,287	116	89	5.22470955389e-13	1.05652713631e-10	0.046,0.04,0.047	0.259,0.162,0.11	-0.133
1973	"ENSG00000179295.16"	"PTPN11"	chr12	+	112486462	112486629	112486474	112486629	112482073	112482205	1973	150,149,92	490,505,227	41,42,55	286,329,486	101	89	6.78679334953e-13	1.31522399453e-10	0.212,0.206,0.263	0.112,0.101,0.091	0.126
4475	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16439580	16440253	16440184	16440253	16439326	16439414	4475	1944,1831,861	3645,3501,1475	912,1245,1172	3416,4488,3452	693	89	7.62057084103e-13	1.41773099927e-10	0.064,0.063,0.07	0.033,0.034,0.042	0.029
7112	"ENSG00000166012.15"	"TAF1D"	chr11	-	93733349	93733505	93733349	93733419	93734624	93734660	7112	154,116,47	120,138,46	148,288,314	61,82,110	175	89	1.31417099425e-12	2.35084972856e-10	0.395,0.299,0.342	0.552,0.641,0.592	-0.25
5212	"ENSG00000166801.15"	"FAM111A"	chr11	+	59148796	59148953	59148835	59148953	59145826	59145856	5212	52,41,36	46,22,11	9,15,27	0,0,0	128	89	1.58362212233e-12	2.72793573739e-10	0.44,0.564,0.695	1.0,1.0,1.0	-0.434
2425	"ENSG00000032444.15"	"PNPLA6"	chr19	+	7535788	7536020	7535932	7536020	7535508	7535577	2425	95,75,34	34,28,10	60,53,111	91,92,107	233	89	1.68554059599e-12	2.7998033257e-10	0.516,0.506,0.565	0.201,0.18,0.284	0.307
397	"ENSG00000183048.11"	"SLC25A10"	chr17	+	81717693	81717861	81717756	81717861	81717398	81717491	397	5,3,0	9,6,2	2,3,2	0,0,0	152	89	1.76336723001e-12	2.82807620234e-10	0.245,0.226,0.0	1.0,1.0,1.0	-0.843
1303	"ENSG00000205352.10"	"PRR13"	chr12	+	53443390	53443773	53443486	53443773	53442694	53442733	1303	925,800,403	14,7,0	235,257,497	18,10,28	185	89	3.19955173467e-12	4.96037170598e-10	0.969,0.982,1.0	0.863,0.925,0.895	0.089
406	"ENSG00000204387.12"	"C6orf48"	chr6	+	31836294	31836517	31836423	31836517	31835410	31835451	406	173,181,92	304,288,115	50,83,83	173,313,322	218	89	6.30451246764e-12	9.45880241516e-10	0.189,0.204,0.246	0.106,0.098,0.095	0.113
733	"ENSG00000092531.9"	"SNAP23"	chr15	+	42513173	42513447	42513398	42513447	42512954	42512996	733	6,8,0	162,174,80	10,28,31	92,97,132	314	89	6.92557122761e-12	1.00658849311e-09	0.01,0.013,0.0	0.03,0.076,0.062	-0.048
7124	"ENSG00000142546.13"	"NOSIP"	chr19	-	49557089	49557945	49557089	49557249	49558896	49558973	7124	45,48,36	565,628,262	77,70,93	377,330,300	785	89	7.35034255683e-12	1.03595282521e-09	0.009,0.009,0.015	0.023,0.023,0.034	-0.016
4106	"ENSG00000155363.18"	"MOV10"	chr1	+	112699457	112699810	112699684	112699810	112698714	112698789	4106	29,22,6	175,161,57	61,52,67	98,112,161	316	89	8.16735568065e-12	1.11724621384e-09	0.045,0.037,0.029	0.149,0.116,0.105	-0.086
912	"ENSG00000134057.14"	"CCNB1"	chr5	+	69177238	69177349	69177290	69177349	69175396	69175537	912	2733,2605,1298	82,74,48	927,1024,1087	17,2,6	141	89	9.13580322504e-12	1.21401773713e-09	0.955,0.957,0.945	0.972,0.997,0.991	-0.034
4682	"ENSG00000153292.15"	"ADGRF1"	chr6	-	47016616	47020497	47016616	47016768	47020730	47020789	4682	14,12,9	81,67,16	23,33,100	13,40,62	3818	89	2.03690397882e-11	2.6315667793e-09	0.004,0.004,0.013	0.04,0.019,0.036	-0.025
57	"ENSG00000168724.14"	"DNAJC21"	chr5	+	34945721	34945803	34945760	34945803	34944866	34945025	57	14,10,3	443,321,145	4,24,50	95,194,242	128	89	2.10620410002e-11	2.64755547816e-09	0.022,0.021,0.014	0.028,0.079,0.126	-0.059
6200	"ENSG00000148343.18"	"FAM73B"	chr9	+	129067994	129068332	129068197	129068332	129067772	129067871	6200	6,3,0	38,42,14	9,20,28	17,15,24	292	89	2.17660334201e-11	2.66404793255e-09	0.046,0.021,0.0	0.139,0.289,0.262	-0.208
5907	"ENSG00000159335.15"	"PTMS"	chr12	+	6769843	6769999	6769920	6769999	6769602	6769674	5907	178,138,43	1824,1752,631	114,77,34	2191,1867,1838	166	89	2.65494293217e-11	3.16618963526e-09	0.05,0.041,0.035	0.027,0.022,0.01	0.022
6531	"ENSG00000075702.16"	"WDR62"	chr19	+	36102736	36102851	36102751	36102851	36102013	36102151	6531	26,22,12	18,31,8	17,21,17	1,2,0	104	89	6.23506801745e-11	7.24982533729e-09	0.553,0.378,0.562	0.936,0.9,1.0	-0.448
7074	"ENSG00000104129.9"	"DNAJC17"	chr15	-	40776195	40776401	40776195	40776292	40776541	40776627	7074	10,6,2	86,130,75	18,15,21	43,45,58	198	89	8.97518726006e-11	1.0181364865e-08	0.05,0.02,0.012	0.158,0.13,0.14	-0.115
405	"ENSG00000204387.12"	"C6orf48"	chr6	+	31836298	31836517	31836423	31836517	31835410	31835451	405	191,178,103	304,288,115	55,87,108	173,313,322	214	89	2.05738537318e-10	2.27830937397e-08	0.207,0.204,0.271	0.117,0.104,0.122	0.113
7865	"ENSG00000071564.14"	"TCF3"	chr19	-	1609292	1611369	1609292	1610500	1611703	1611849	7865	1590,1405,772	34,43,18	833,1235,1618	7,7,9	958	89	2.14480211369e-10	2.31987782111e-08	0.813,0.752,0.799	0.917,0.942,0.944	-0.146
6215	"ENSG00000161960.14"	"EIF4A1"	chr17	+	7574521	7574678	7574547	7574678	7574259	7574308	6215	18,17,18	116,122,55	38,27,25	38,30,41	115	89	2.20866325229e-10	2.33465745145e-08	0.107,0.097,0.202	0.436,0.411,0.321	-0.254
5717	"ENSG00000213658.10"	"LAT"	chr16	+	28986354	28986446	28986384	28986446	28986134	28986216	5717	1,0,0	2,1,2	2,2,1	0,0,0	119	89	2.74746114748e-10	2.83965373265e-08	0.272,0.0,0.0	1.0,1.0,1.0	-0.909
5196	"ENSG00000130270.16"	"ATP8B3"	chr19	-	1806096	1806508	1806096	1806169	1806627	1806689	5196	4,2,2	43,36,16	22,25,56	49,64,68	428	89	3.5157055045e-10	3.55468397857e-08	0.019,0.011,0.025	0.085,0.075,0.146	-0.084
6699	"ENSG00000123562.16"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678620	103684680	103684729	6699	166,182,76	23,42,22	104,150,152	6,5,6	120	89	5.40333000565e-10	5.34699741623e-08	0.843,0.763,0.719	0.928,0.957,0.949	-0.17
97	"ENSG00000165905.17"	"LARGE2"	chr11	+	45927748	45928069	45927919	45928069	45927314	45927593	97	22,21,15	102,99,34	23,51,34	32,32,34	260	89	6.14304163093e-10	5.9523513803e-08	0.069,0.068,0.131	0.197,0.353,0.255	-0.179
4799	"ENSG00000105705.15"	"SUGP1"	chr19	-	19303723	19304043	19303723	19303847	19305848	19306076	4799	9,18,7	116,74,31	23,11,20	31,12,23	285	89	7.51446682656e-10	7.1326092266e-08	0.024,0.071,0.066	0.188,0.223,0.214	-0.155
2951	"ENSG00000157800.17"	"SLC37A3"	chr7	-	140351272	140351969	140351272	140351451	140352061	140352146	2951	31,43,13	114,98,34	50,58,121	71,62,81	607	89	8.49121106761e-10	7.89852453509e-08	0.038,0.06,0.053	0.094,0.121,0.18	-0.081
6698	"ENSG00000123562.16"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678600	103684680	103684729	6698	229,255,121	108,144,76	155,258,250	33,33,69	140	89	1.02889630149e-09	9.38313078084e-08	0.574,0.53,0.503	0.749,0.832,0.697	-0.224
5892	"ENSG00000104522.15"	"TSTA3"	chr8	-	143616105	143616440	143616105	143616220	143616566	143616723	5892	20,24,7	369,466,185	18,22,17	114,54,125	309	89	1.46548684299e-09	1.29270692002e-07	0.015,0.015,0.011	0.043,0.105,0.038	-0.048
7266	"ENSG00000243406.6"	"MRPS31P5"	chr13	-	52169986	52170099	52169986	52170056	52171157	52171248	7266	7,11,6	1,14,3	11,20,39	0,0,0	132	89	1.47309109355e-09	1.29270692002e-07	0.825,0.346,0.574	1.0,1.0,1.0	-0.418
2703	"ENSG00000183077.15"	"AFMID"	chr17	+	78197134	78197560	78197145	78197560	78190969	78191060	2703	4,8,3	10,13,5	1,4,3	0,0,0	100	89	1.504091518e-09	1.29546845374e-07	0.263,0.354,0.348	1.0,1.0,1.0	-0.678
6198	"ENSG00000148343.18"	"FAM73B"	chr9	+	129068018	129068332	129068197	129068332	129067772	129067871	6198	5,3,0	38,42,14	5,22,25	17,15,24	268	89	1.80245107728e-09	1.52421817462e-07	0.042,0.023,0.0	0.089,0.328,0.257	-0.203
6225	"ENSG00000137074.18"	"APTX"	chr9	-	32987543	32987846	32987543	32987731	32988082	32988129	6225	352,425,233	29,40,15	69,84,69	16,40,59	204	89	1.91751570178e-09	1.59256527303e-07	0.841,0.823,0.871	0.653,0.478,0.338	0.355
4008	"ENSG00000198931.10"	"APRT"	chr16	-	88809468	88809840	88809468	88809706	88810069	88810148	4008	1923,1820,624	283,276,119	1221,1497,1800	114,122,142	223	89	2.0914635579e-09	1.70397627317e-07	0.731,0.725,0.677	0.81,0.83,0.835	-0.114
7123	"ENSG00000142546.13"	"NOSIP"	chr19	-	49557089	49558199	49557089	49557249	49558896	49558978	7123	64,79,46	565,628,262	90,86,115	377,330,300	1039	89	2.12493278529e-09	1.70397627317e-07	0.01,0.011,0.015	0.02,0.022,0.032	-0.013
933	"ENSG00000179335.18"	"CLK3"	chr15	+	74622119	74622560	74622493	74622560	74620008	74620225	933	177,143,82	12,12,2	450,414,447	1,1,6	463	89	2.16498197148e-09	1.7066662965e-07	0.739,0.696,0.887	0.989,0.988,0.935	-0.197
2027	"ENSG00000026297.15"	"RNASET2"	chr6	-	166943018	166943809	166943018	166943089	166946681	166946739	2027	7,1,8	110,103,54	19,27,55	82,91,158	809	89	2.58614596405e-09	2.00469414647e-07	0.007,0.001,0.016	0.025,0.032,0.037	-0.023
7202	"ENSG00000198612.10"	"COPS8"	chr2	+	237093662	237094197	237094089	237094197	237089861	237089994	7202	56,80,16	358,386,181	22,66,70	110,108,169	516	89	3.09581726921e-09	2.36043379002e-07	0.026,0.035,0.015	0.033,0.095,0.067	-0.04
3131	"ENSG00000116815.15"	"CD58"	chr1	-	116519230	116519302	116519230	116519267	116521905	116521983	3131	4,10,0	68,58,24	21,14,19	36,32,27	124	89	3.21046034202e-09	2.40054487181e-07	0.041,0.11,0.0	0.295,0.239,0.336	-0.24
6808	"ENSG00000138867.16"	"GUCD1"	chr22	-	24540437	24543100	24540437	24543097	24543841	24544083	6808	14,10,7	102,99,33	1,0,1	79,61,98	92	89	3.25165183668e-09	2.40054487181e-07	0.117,0.089,0.17	0.012,0.0,0.01	0.118
2382	"ENSG00000123136.14"	"DDX39A"	chr19	-	14409741	14409981	14409741	14409873	14410215	14410334	2382	94,91,34	701,713,317	60,70,63	251,214,218	197	89	4.0052463568e-09	2.91068762586e-07	0.057,0.055,0.046	0.097,0.129,0.115	-0.061
2332	"ENSG00000115307.16"	"AUP1"	chr2	-	74526940	74527121	74526940	74527059	74527247	74527363	2332	102,126,53	622,720,414	115,128,113	331,430,350	151	89	4.1057617306e-09	2.93783043216e-07	0.088,0.094,0.07	0.17,0.149,0.16	-0.076
1045	"ENSG00000064961.18"	"HMG20B"	chr19	+	3574340	3574586	3574382	3574586	3573691	3573800	1045	29,29,13	276,233,93	17,19,14	467,418,556	131	89	4.31163504899e-09	2.99435621148e-07	0.067,0.078,0.087	0.024,0.03,0.017	0.054
7562	"ENSG00000185122.10"	"HSF1"	chr8	+	144313845	144314054	144313984	144314054	144313510	144313616	7562	438,395,178	29,16,8	290,270,363	1,6,1	228	89	4.31352109587e-09	2.99435621148e-07	0.855,0.906,0.897	0.991,0.946,0.993	-0.091
4385	"ENSG00000067141.16"	"NEO1"	chr15	+	73270009	73270233	73270057	73270233	73266315	73266411	4385	1,2,0	68,41,22	20,9,13	48,46,79	137	89	5.21776821749e-09	3.56879999699e-07	0.009,0.031,0.0	0.213,0.113,0.097	-0.128
5359	"ENSG00000172053.16"	"QARS"	chr3	-	49103344	49103466	49103344	49103409	49103630	49103706	5359	17,29,5	397,267,106	3,0,11	330,359,490	146	89	6.44992115273e-09	4.34762076541e-07	0.025,0.062,0.028	0.006,0.0,0.013	0.032
6611	"ENSG00000161204.11"	"ABCF3"	chr3	+	184187363	184187443	184187396	184187443	184186795	184186875	6611	5,10,0	251,281,104	9,20,10	84,98,113	122	89	7.28061444466e-09	4.83744825459e-07	0.014,0.025,0.0	0.072,0.13,0.061	-0.075
3119	"ENSG00000141452.9"	"C18orf8"	chr18	+	23530386	23530612	23530510	23530612	23530228	23530297	3119	257,233,88	24,25,7	169,149,128	1,1,5	213	89	7.62218732575e-09	4.99306947212e-07	0.817,0.796,0.84	0.986,0.984,0.915	-0.144
4495	"ENSG00000213593.9"	"TMX2"	chr11	+	57737835	57738026	57737912	57738026	57737607	57737668	4495	33,47,32	318,277,166	20,61,54	83,82,104	166	89	9.22368470491e-09	5.95824410591e-07	0.053,0.083,0.094	0.114,0.285,0.218	-0.129
7589	"ENSG00000066136.20"	"NFYC"	chr1	+	40770396	40771603	40770708	40771603	40769355	40769415	7589	205,185,93	132,111,37	48,48,96	79,90,93	401	89	1.43362282046e-08	9.13394484652e-07	0.256,0.27,0.358	0.119,0.106,0.186	0.158
2479	"ENSG00000071626.16"	"DAZAP1"	chr19	+	1434736	1435687	1434739	1435687	1432513	1432690	2479	566,617,267	104,100,36	278,277,362	90,96,121	92	89	1.55420553094e-08	9.38780509663e-07	0.84,0.857,0.878	0.749,0.736,0.743	0.116
3846	"ENSG00000198301.11"	"SDAD1"	chr4	-	75981371	75981545	75981371	75981470	75981932	75982037	3846	48,50,21	323,310,101	12,49,43	29,62,110	164	89	1.53230516053e-08	9.38780509663e-07	0.075,0.08,0.101	0.183,0.3,0.175	-0.134
4575	"ENSG00000178038.16"	"ALS2CL"	chr3	-	46675617	46675976	46675617	46675686	46676244	46676402	4575	17,17,8	9,17,7	35,52,113	4,9,8	379	89	1.54549731901e-08	9.38780509663e-07	0.307,0.19,0.212	0.673,0.576,0.768	-0.436
7164	"ENSG00000099875.14"	"MKNK2"	chr19	-	2037464	2039856	2037464	2037829	2040133	2040177	7164	2310,2073,790	136,127,62	4387,3548,6158	490,603,610	2116	89	1.52652973595e-08	9.38780509663e-07	0.417,0.407,0.349	0.274,0.198,0.298	0.134
7183	"ENSG00000156976.15"	"EIF4A2"	chr3	+	186784428	186784477	186784431	186784477	186783576	186783639	7183	257,256,112	552,601,280	173,251,317	625,1113,1383	92	89	1.96397359487e-08	1.17108220381e-06	0.311,0.292,0.279	0.211,0.179,0.181	0.104
6298	"ENSG00000171490.12"	"RSL1D1"	chr16	-	11841694	11841820	11841694	11841817	11841906	11842000	6298	1532,1628,792	59,70,12	613,874,1138	17,7,6	92	89	2.06333452546e-08	1.21475555417e-06	0.962,0.957,0.985	0.972,0.992,0.995	-0.018
1707	"ENSG00000205758.11"	"CRYZL1"	chr21	-	33599149	33599285	33599149	33599248	33602233	33602345	1707	11,3,4	126,95,25	13,19,31	52,56,86	126	89	2.55838609187e-08	1.48738171416e-06	0.058,0.022,0.102	0.15,0.193,0.203	-0.121
163	"ENSG00000160410.14"	"SHKBP1"	chr19	+	40578096	40578212	40578153	40578212	40577556	40577630	163	6,1,2	165,132,56	10,14,18	83,72,125	146	89	2.7111276113e-08	1.55672278027e-06	0.022,0.005,0.021	0.068,0.106,0.081	-0.069
1502	"ENSG00000167550.10"	"RHEBL1"	chr12	-	49069034	49069174	49069034	49069106	49069733	49070025	1502	0,2,0	12,7,3	1,4,4	1,1,0	157	89	2.88891834899e-08	1.63858039526e-06	0.0,0.139,0.0	0.362,0.694,1.0	-0.639
5483	"ENSG00000092841.18"	"MYL6"	chr12	+	56159586	56160148	56159974	56160148	56158683	56158711	5483	6595,6695,3049	171,196,90	4948,5077,4147	69,77,63	477	89	3.06056811006e-08	1.71502437107e-06	0.878,0.864,0.863	0.93,0.925,0.925	-0.058
3819	"ENSG00000214087.8"	"ARL16"	chr17	-	81682033	81682675	81682033	81682149	81683012	81683126	3819	286,305,119	109,116,45	61,68,104	61,59,76	615	89	3.2626792934e-08	1.80651445162e-06	0.275,0.276,0.277	0.126,0.143,0.165	0.131
949	"ENSG00000112031.15"	"MTRF1L"	chr6	-	152995135	152995319	152995135	152995294	152998549	152998629	949	251,273,108	81,111,38	86,74,62	61,63,63	114	89	3.63807698411e-08	1.99067012389e-06	0.708,0.658,0.689	0.524,0.478,0.434	0.206
3163	"ENSG00000105701.15"	"FKBP8"	chr19	-	18538215	18538436	18538215	18538433	18539370	18539459	3163	408,358,161	159,163,59	378,479,529	305,299,437	92	89	3.83974967377e-08	2.07659020148e-06	0.713,0.68,0.725	0.545,0.608,0.539	0.142
7543	"ENSG00000154144.12"	"TBRG1"	chr11	+	124626812	124627050	124626903	124627050	124625670	124625903	7543	29,44,9	61,53,20	21,35,25	10,13,8	180	89	5.30893661255e-08	2.83814530862e-06	0.19,0.291,0.182	0.509,0.571,0.607	-0.341
4486	"ENSG00000132680.10"	"KIAA0907"	chr1	-	155916624	155916737	155916624	155916709	155917498	155917672	4486	139,150,60	48,49,25	130,144,124	11,10,24	117	89	5.58007396956e-08	2.94919591278e-06	0.688,0.7,0.646	0.9,0.916,0.797	-0.193
5552	"ENSG00000107959.15"	"PITRM1"	chr10	-	3143388	3143731	3143388	3143501	3144291	3144366	5552	10,4,1	166,161,67	19,14,20	88,88,133	319	89	6.32820363888e-08	3.3070196769e-06	0.017,0.007,0.004	0.057,0.042,0.04	-0.037
5023	"ENSG00000109332.19"	"UBE2D3"	chr4	-	102826484	102826844	102826484	102826636	102827591	102827948	5023	414,392,163	155,172,78	254,359,344	65,71,61	297	89	6.97927335924e-08	3.60673337709e-06	0.445,0.406,0.385	0.539,0.602,0.628	-0.178
6899	"ENSG00000185619.18"	"PCGF3"	chr4	+	733883	735027	734930	735027	733671	733789	6899	333,327,106	71,75,35	521,632,802	53,78,93	1136	89	7.26092030945e-08	3.71104839113e-06	0.269,0.255,0.192	0.435,0.388,0.403	-0.17
337	"ENSG00000198015.12"	"MRPL42"	chr12	+	93469188	93469355	93469191	93469355	93467517	93467554	337	181,152,64	210,217,111	28,45,56	102,129,166	92	89	8.97871864636e-08	4.53913265481e-06	0.455,0.404,0.358	0.21,0.252,0.246	0.17
6011	"ENSG00000160741.16"	"CRTC2"	chr1	-	153952570	153952650	153952570	153952635	153952804	153952834	6011	20,11,5	66,66,19	35,25,33	51,23,24	104	89	9.2724778078e-08	4.63723594452e-06	0.206,0.125,0.184	0.37,0.482,0.541	-0.293
6437	"ENSG00000105401.7"	"CDC37"	chr19	-	10395434	10395696	10395434	10395543	10395927	10396203	6437	179,204,98	1913,2089,912	49,34,41	820,756,894	242	89	1.23240392114e-07	6.09777727364e-06	0.033,0.035,0.038	0.022,0.016,0.017	0.017
305	"ENSG00000148444.15"	"COMMD3"	chr10	+	22318271	22318713	22318352	22318713	22318104	22318168	305	259,231,105	3,2,2	77,157,136	8,10,11	170	89	1.33360335774e-07	6.52904128089e-06	0.978,0.984,0.965	0.834,0.892,0.866	0.112
1064	"ENSG00000127054.19"	"CPSF3L"	chr1	-	1320455	1320682	1320455	1320529	1320995	1321093	1064	17,23,9	239,268,94	17,29,35	109,99,124	242	89	1.4270830806e-07	6.8761031389e-06	0.025,0.031,0.034	0.054,0.097,0.094	-0.052
7212	"ENSG00000039523.18"	"FAM65A"	chr16	+	67543347	67543469	67543350	67543469	67541866	67543264	7212	116,126,53	4,8,3	56,55,85	18,20,11	92	89	1.43406150177e-07	6.8761031389e-06	0.966,0.938,0.945	0.751,0.727,0.882	0.163
4496	"ENSG00000213593.9"	"TMX2"	chr11	+	57737785	57738026	57737912	57738026	57737607	57737668	4496	38,44,26	318,277,166	24,36,39	83,82,104	216	89	1.45740052471e-07	6.9167039188e-06	0.047,0.061,0.061	0.106,0.153,0.134	-0.075
1473	"ENSG00000007384.15"	"RHBDF1"	chr16	-	59731	60098	59731	59826	60215	60279	1473	8,4,0	7,14,7	59,32,17	11,11,7	361	89	1.66728527762e-07	7.83287255173e-06	0.22,0.066,0.0	0.569,0.418,0.375	-0.359
2149	"ENSG00000005700.14"	"IBTK"	chr6	-	82196297	82196446	82196297	82196401	82200140	82200253	2149	202,194,80	4,17,4	63,101,226	0,0,0	134	89	1.79208039297e-07	8.25244149278e-06	0.971,0.883,0.93	1.0,1.0,1.0	-0.072
6006	"ENSG00000137207.11"	"YIPF3"	chr6	-	43513068	43513200	43513068	43513098	43513358	43513451	6006	407,325,105	12,14,6	310,361,448	3,2,2	191	89	1.77807341073e-07	8.25244149278e-06	0.94,0.915,0.891	0.98,0.988,0.991	-0.071
4335	"ENSG00000159069.13"	"FBXW5"	chr9	-	136942768	136943003	136942768	136942973	136943348	136943506	4335	5,5,2	4,3,1	2,1,7	0,0,0	119	89	1.89879328261e-07	8.65812505629e-06	0.483,0.555,0.599	1.0,1.0,1.0	-0.454
2310	"ENSG00000140400.15"	"MAN2C1"	chr15	-	75367510	75367977	75367510	75367645	75368072	75368198	2310	11,2,5	0,0,0	8,13,15	1,4,2	421	89	1.98476076685e-07	8.96225468604e-06	1.0,1.0,1.0	0.628,0.407,0.613	0.451
